country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
USA,2011,3,short,4,0,6063,263,120,143,489,861,967,1131,1396,2020,3235,4956,7117,10168,14806,22985,36822,61310,137922,102504,204699,176521,305773,288311,431296
USA,2011,3,short,4,1,147,10,4,3,5,13,22,40,56,94,153,225,302,338,408,597,957,1473,2953,2426,3947,3581,5259,5058,6708
USA,2011,3,short,4,2,33,26,24,22,32,47,67,113,207,384,772,1467,2415,3751,5527,8000,10850,14123,18034,17002,19979,19700,20981,21171,19618
USA,2011,3,short,4,3,24,4,3,2,3,5,6,9,9,13,18,25,31,42,54,88,136,219,515,355,816,653,1397,1284,2209
USA,2011,3,short,4,4,46,8,4,5,9,16,27,42,59,93,155,242,373,556,795,1142,1664,2512,4627,3746,6288,5609,8721,8265,11998
USA,2011,3,short,4,5,0,0,0,1,2,8,12,16,22,39,63,85,100,131,219,516,1452,3937,15315,9436,26401,21301,44694,41816,65379
USA,2011,3,short,4,6,85,16,9,12,18,22,25,28,35,52,77,121,176,273,476,913,2178,4627,12573,9021,19270,16595,28867,27639,37696
USA,2011,3,short,4,7,82,11,5,6,15,32,58,108,194,353,644,1049,1581,2327,3346,5234,8794,16116,44509,30485,70950,59199,113105,104736,173262
USA,2011,3,short,4,8,35,3,2,2,3,5,8,18,29,56,102,156,234,373,577,1058,2073,3937,9700,7128,14548,12738,21044,20089,27907
USA,2011,3,short,4,9,14,0,0,0,2,3,5,10,15,24,33,47,71,108,172,274,468,799,1956,1388,3028,2515,4867,4397,8249
USA,2011,3,short,4,10,68,10,4,3,3,7,12,14,17,27,40,62,91,136,215,390,726,1480,4541,2947,7546,6033,12974,11708,22070
USA,2011,3,short,4,11,87,9,5,6,6,9,11,17,22,43,97,204,375,696,1364,2437,4012,6289,10530,8960,13490,12454,17206,16783,20246
USA,2011,3,short,4,12,50,5,2,3,4,9,18,36,69,128,251,384,493,550,623,840,1179,1789,3559,2739,5106,4542,7130,6878,8938
USA,2011,3,short,4,13,3,1,1,1,2,3,5,9,12,16,24,37,51,76,107,167,274,444,998,718,1525,1259,2477,2238,4196
USA,2011,3,short,4,14,24,1,1,1,3,10,15,18,24,31,43,74,116,204,324,587,1015,1815,4336,3272,6343,5585,9064,8659,11977
USA,2011,3,short,4,15,4957,35,10,9,10,11,9,11,10,11,14,18,23,20,20,19,21,29,58,52,69,65,84,87,61
USA,2011,3,short,4,16,406,124,46,67,373,660,667,642,614,657,749,760,682,587,578,723,1023,1720,3717,2829,5393,4693,7904,7504,10782
USA,2012,3,short,4,0,5983,263,114,139,471,848,981,1129,1401,1992,3158,4918,7179,10096,14819,22552,36212,60336,136515,101302,199944,172180,300735,282872,427964
USA,2012,3,short,4,1,150,12,3,3,4,11,24,35,50,85,145,212,301,350,417,590,930,1470,2800,2321,3664,3349,4807,4650,5932
USA,2012,3,short,4,2,31,30,24,25,31,45,69,116,199,377,760,1454,2414,3665,5504,7875,10692,13911,17796,16870,19464,19086,20837,20947,20052
USA,2012,3,short,4,3,20,4,2,2,3,4,6,8,10,14,18,25,33,40,63,86,140,223,519,361,804,676,1269,1176,1932
USA,2012,3,short,4,4,45,9,5,4,8,17,27,39,59,94,154,232,369,549,793,1114,1634,2480,4585,3701,6177,5569,8384,7974,11308
USA,2012,3,short,4,5,0,0,0,0,2,8,14,18,22,38,59,87,109,143,234,546,1572,4180,16308,10135,27429,22168,46529,43122,70794
USA,2012,3,short,4,6,86,15,10,11,19,25,24,27,36,52,78,124,181,284,467,917,2120,4559,12325,8856,18574,16021,27843,26428,37922
USA,2012,3,short,4,7,90,10,3,5,15,30,58,104,196,343,623,1043,1593,2339,3356,5095,8616,15666,43814,29866,68937,57337,111048,102775,169967
USA,2012,3,short,4,8,27,4,2,3,3,5,9,17,31,56,102,155,233,354,570,1037,1963,3787,9551,6968,14204,12431,20643,19818,26519
USA,2012,3,short,4,9,14,0,0,0,1,3,6,10,16,23,35,44,70,102,164,262,455,780,1934,1377,2939,2442,4744,4284,8017
USA,2012,3,short,4,10,56,8,2,2,3,5,7,11,13,22,33,51,85,124,200,355,681,1410,4210,2759,6823,5491,11661,10488,20014
USA,2012,3,short,4,11,76,10,5,4,5,8,12,16,23,45,91,203,382,689,1348,2399,3916,6111,10320,8756,13138,12094,16925,16452,20301
USA,2012,3,short,4,12,47,4,2,2,4,8,20,38,66,133,246,387,504,562,643,821,1185,1730,3398,2639,4767,4201,6820,6647,8055
USA,2012,3,short,4,13,3,0,0,2,2,5,6,9,12,15,23,34,55,73,110,162,265,443,969,702,1451,1217,2298,2097,3732
USA,2012,3,short,4,14,27,1,0,0,3,9,15,19,24,32,47,78,120,199,329,571,993,1820,4188,3141,6075,5311,8845,8295,12762
USA,2012,3,short,4,15,4896,36,9,9,10,10,10,10,10,10,13,17,22,24,20,19,22,30,53,38,80,76,92,76,210
USA,2012,3,short,4,16,416,118,46,65,359,654,673,653,633,654,733,771,707,598,601,702,1029,1735,3743,2813,5418,4709,7990,7646,10447
USA,2013,3,short,4,0,5959,255,118,141,448,837,976,1151,1418,2007,3149,4918,7231,10203,14664,22696,36081,60316,136449,101626,196605,169459,294516,276752,420692
USA,2013,3,short,4,1,138,11,3,2,5,12,23,33,51,81,138,210,297,372,436,601,951,1487,2824,2330,3677,3356,4832,4623,6315
USA,2013,3,short,4,2,31,25,24,24,32,41,67,115,201,378,741,1405,2374,3616,5320,7729,10442,13716,17502,16646,18981,18714,19946,20150,18499
USA,2013,3,short,4,3,23,4,1,1,3,5,5,9,10,11,20,24,30,41,58,85,131,214,485,351,717,574,1233,1175,1646
USA,2013,3,short,4,4,48,9,5,5,8,17,27,40,63,98,161,244,377,553,784,1124,1672,2482,4516,3663,5988,5415,8053,7580,11414
USA,2013,3,short,4,5,0,0,1,1,2,7,13,20,27,39,59,89,114,152,233,568,1586,4325,16868,10484,27895,22470,47463,44242,70343
USA,2013,3,short,4,6,90,15,11,12,18,23,26,29,37,55,87,124,182,291,473,961,2146,4599,12431,9017,18330,15734,27692,26256,37891
USA,2013,3,short,4,7,83,11,4,5,15,30,57,105,184,352,625,1059,1606,2336,3355,5155,8555,15659,43335,29618,67031,55998,106824,98472,166149
USA,2013,3,short,4,8,29,3,2,2,3,4,8,16,29,56,94,155,235,358,563,1007,1949,3744,9260,6776,13551,11834,19744,18816,26335
USA,2013,3,short,4,9,10,0,0,0,2,3,6,9,16,23,35,46,70,104,162,260,439,754,1860,1334,2769,2254,4626,4153,7979
USA,2013,3,short,4,10,59,9,4,3,4,6,9,13,18,27,39,64,101,150,230,395,731,1481,4538,2979,7231,5870,12138,10928,20735
USA,2013,3,short,4,11,80,11,5,6,5,9,12,16,27,43,95,210,401,713,1332,2485,3975,6139,10456,8947,13063,12021,16822,16271,20735
USA,2013,3,short,4,12,46,4,2,3,4,8,20,42,74,129,244,383,506,588,657,839,1166,1732,3452,2734,4693,4165,6600,6388,8104
USA,2013,3,short,4,13,4,1,1,1,2,5,6,10,10,17,25,33,53,74,110,166,258,424,906,662,1328,1111,2109,1955,3202
USA,2013,3,short,4,14,27,1,1,0,3,9,16,21,25,33,47,81,123,207,332,594,1021,1792,4186,3146,5983,5253,8615,8241,11271
USA,2013,3,short,4,15,4876,35,10,9,9,9,9,12,11,12,15,18,23,24,20,18,24,32,56,47,71,59,115,95,250
USA,2013,3,short,4,16,414,116,45,67,335,649,670,660,634,655,725,772,737,624,600,710,1034,1737,3774,2891,5298,4631,7705,7407,9823
